Rejestracja,VIN,Marka,Model,Generacja,Rok_produkcji,Data_ostatniego_przeglądu
YRT 8XMM,1HGQNNUA373FJEU3P8,BMW,X5,3,2011,2001-04-07 00:00:01
YZT 4DB3Z,1HGDMBAEXTZT9RHIE5,Skoda,Fabia,3,2010,2001-02-11 00:00:01
KFB 7RLRB,1HGK00CBCAQU4X00U8,Audi,A3,1,2012,2001-04-30 00:00:01
NQ 3IU1Q,1HG6PXQKGTONZ13Y07,BMW,X6,1,2011,2001-03-01 00:00:01
NI 12QS,1HG1GHKXIWLLWYZBC2,BMW,X6,2,2010,2001-01-20 00:00:01
UJQ KVF6,1HG5ZD1LJR58A37PD9,BMW,X5,2,2010,2001-05-31 00:00:01
LC 6QE0G,1HGLJDV5F458XYUI21,Audi,A3,1,2010,2001-01-22 00:00:01
UHB 4YFG2,1HG0Q26C8JQEPG9BR4,BMW,M3,1,2010,2001-03-21 00:00:01
ZQ QE7DZ,1HGI0A4GFW3KCYMEC8,Skoda,Fabia,1,2011,2001-06-05 00:00:01
VKN FSQI9,1HGPZCVWXOGSDPLQ90,Skoda,Suberb,1,2011,2001-05-28 00:00:01
FIJ LLQC,1HGPS73M66XS3RAMU5,Audi,A3,1,2012,2001-03-03 00:00:01
QI 68PSQ,1HGGOUYO2CX7V56OS7,BMW,X6,3,2010,2001-03-05 00:00:01
RRZ 01VD,1HGJ1F3HX0E3XF0YM6,BMW,M3,3,2012,2001-03-10 00:00:01
ABI G4R2,1HGAYD4JMADS0F3K02,Audi,A4,2,2010,2001-03-13 00:00:01
TDD PC8DD,1HGJSPN9LOCXEZU3S5,Skoda,Octavia,2,2010,2001-04-29 00:00:01
EL TMZY,1HG7M892SV688PQX43,Audi,A5,1,2010,2001-03-02 00:00:01
SP 96BW4,1HGNU6HPZKL1S1RPQ1,BMW,X5,1,2010,2001-01-08 00:00:01
PSE 33S2U,1HGT00LZSK1J7LW1Y8,Audi,A5,1,2012,2001-01-06 00:00:01
QEQ L1TV,1HGW9V9TUDOYI85Y74,Skoda,Suberb,2,2010,2001-01-04 00:00:01
KN 5JDL,1HGONOUNHCU7V6HSY2,BMW,M4,2,2010,2001-02-17 00:00:01
PIV G16MZ,1HGHHZ8P71IN6XPVC0,Audi,A5,2,2012,2001-03-07 00:00:01
QN HL3I,1HG7PV2KO4D6Q97XL5,Skoda,Fabia,1,2012,2001-05-11 00:00:01
GR RLZ9,1HGRR7BGVTW50E3O73,Audi,A5,3,2010,2001-05-17 00:00:01
RWN 9XNZB,1HGA5T6M3E97ZZHAX4,Skoda,Suberb,2,2010,2001-01-15 00:00:01
GCM G9YZ,1HG6AT6GX676AHVLC5,Audi,A4,2,2010,2001-04-24 00:00:01
LR 4Z56V,1HGQG703DG9TSTT5A9,Audi,A3,2,2012,2001-01-19 00:00:01
FO WWNI,1HGGHOQ3ASTD48ZU26,Audi,A4,3,2010,2001-06-02 00:00:01
KL V6V4,1HGEKLRYDA26B78W00,BMW,M3,3,2011,2001-02-14 00:00:01
PQE 48W2I,1HG6W5SCXVQULVCGN3,Audi,A4,1,2010,2001-01-07 00:00:01
YML TN815,1HGMJ3HGHU9RLIS783,BMW,X6,2,2012,2001-06-02 00:00:01
KRZ 2AEJ,1HGIL8REDBYL6AIMW2,Audi,A5,2,2011,2001-01-10 00:00:01
BP DLAVP,1HGSRC9SWSPX9QF4E9,Audi,A4,2,2010,2001-03-19 00:00:01
JFD M5ZR7,1HG35HT9NHH5Q7ITZ2,Skoda,Suberb,2,2011,2001-05-02 00:00:01
CW PS1DU,1HG5PVYZVSA6F92L83,BMW,X6,3,2010,2001-05-15 00:00:01
ZN WJYU7,1HGCMETE887RSIOB31,Skoda,Suberb,3,2011,2001-02-26 00:00:01
JO 27Y0S,1HGA1JXQWOX3DQQ289,Audi,A5,2,2010,2001-04-15 00:00:01
IA XZ73,1HGXM94TTWQH0Z3540,Audi,A3,3,2010,2001-05-03 00:00:01
AAK PGH5Y,1HGD9LWOZH6NSPBD60,BMW,M3,2,2011,2001-05-04 00:00:01
QU AH1E,1HGT54FEINJ6XQ45N6,BMW,X6,3,2010,2001-02-07 00:00:01
DG FTU1W,1HG6FMVH167M8LYX16,Skoda,Suberb,2,2010,2001-06-03 00:00:01
QSZ VGA4X,1HGNX54372VFTKDOP1,BMW,X6,3,2011,2001-03-30 00:00:01
GEV 0ZCS,1HG8A9LQY7IT2AQF45,BMW,X5,2,2010,2001-02-25 00:00:01
CZV EKLOO,1HG1QNZUM3H8WOYTA3,Skoda,Octavia,2,2010,2001-01-13 00:00:01
GB IPJBV,1HGSO1DBB9ICCWL531,Audi,A5,3,2011,2001-01-22 00:00:01
WUU U585U,1HGOVL3WLJRDOJVCB3,Skoda,Octavia,2,2011,2001-03-14 00:00:01
TII LBCU,1HGYRNXI98929ZDRM6,BMW,X5,1,2012,2001-04-12 00:00:01
SD 2LP47,1HGKQ5E52C1CSYCK93,Audi,A4,3,2012,2001-02-06 00:00:01
NFZ VCSPY,1HGZLC6DDENIEOSCI6,Skoda,Octavia,1,2011,2001-02-23 00:00:01
SF 37MB,1HGDQOW4F38LWZAU48,Skoda,Suberb,3,2011,2001-03-09 00:00:01
RTG 2HGAT,1HG61CPJGWCPOH2GH7,Audi,A3,2,2012,2001-05-14 00:00:01
LM XAS12,1HG46PPGVGN3CK8CA6,Skoda,Fabia,1,2012,2001-06-06 00:00:01
CN Y0T0,1HGW431R9YZM36U5Z7,Skoda,Octavia,1,2011,2001-03-13 00:00:01
VU VAM1W,1HGQAD75VENYQYP143,Skoda,Fabia,2,2012,2001-01-17 00:00:01
MYE GEG3,1HGMEUTEY20S105KP6,Skoda,Suberb,2,2011,2001-01-15 00:00:01
OU 0S8K7,1HGXPJA3P7DRXLIGN5,Skoda,Octavia,1,2011,2001-01-17 00:00:01
PAX U75C,1HGC86MDXZCE3RKYF0,BMW,X6,3,2011,2001-05-13 00:00:01
SEW V6FFK,1HGEZC38JR106D0H15,BMW,X6,3,2012,2001-01-07 00:00:01
RYG C9VZ8,1HGTJB1M2XV7GEB6B9,Skoda,Suberb,3,2010,2001-05-03 00:00:01
ERX 5PU2,1HGYFO8H4BGNCFPZX9,Audi,A3,2,2012,2001-05-23 00:00:01
GDN OO6C5,1HG7Q466JVJNVN8151,Audi,A5,2,2012,2001-03-03 00:00:01
ACX IQDI,1HGCMRV7NWEGYVCYN3,Skoda,Fabia,2,2010,2001-01-05 00:00:01
HXK 80XDG,1HG76OEWRF7ATM3C28,Skoda,Fabia,3,2012,2001-02-16 00:00:01
YD P6DJ,1HGPNHDH4KWRA8AT36,Skoda,Octavia,3,2011,2001-02-17 00:00:01
SDH PU36,1HGYYED7TQ20PE8OZ8,Skoda,Octavia,3,2011,2001-03-10 00:00:01
XED 8RUW,1HG9NXI9NUTI1HG517,BMW,M3,1,2012,2001-02-15 00:00:01
OFP W0N9,1HGQI20VEKC3CZLXA5,BMW,X6,3,2010,2001-03-02 00:00:01
ZUJ VHZOM,1HG30BRA108FUSGLM1,BMW,M4,3,2012,2001-02-07 00:00:01
OHU LDG3,1HG9W303PA1XE7NL47,Audi,A3,3,2010,2001-01-22 00:00:01
NXI B07T4,1HG4OM35KOA8VVK8L4,Audi,A3,1,2011,2001-02-20 00:00:01
ST 2LS9,1HGNNZW6XYDPBEEDS6,Skoda,Octavia,1,2012,2001-05-24 00:00:01
DW KJG2,1HGFQ0D3HJWBM45RK2,BMW,X6,3,2012,2001-03-02 00:00:01
PS P1QK,1HGO3BASM1U4KGAFA1,BMW,X5,1,2010,2001-02-20 00:00:01
WTZ QRCH0,1HGO2JYWFXEMFZJB25,Skoda,Fabia,3,2011,2001-03-27 00:00:01
UY ITDF,1HGA8MXIRT4EC81XL7,Audi,A5,1,2010,2001-04-18 00:00:01
OZX 6F9N,1HG6UIBYXD511U8J23,Audi,A5,3,2012,2001-04-24 00:00:01
MP XLO78,1HGEB8YQ5AAU0KC162,Skoda,Octavia,2,2012,2001-02-20 00:00:01
FHP 5SJ1I,1HGIS5O7CYZS85OIX6,Audi,A5,1,2012,2001-05-20 00:00:01
OGG P5VZ,1HGW2RZJ5XT45F1TL3,Audi,A3,3,2010,2001-01-04 00:00:01
SA GARGG,1HGOHNZGSFXHH6Q2O4,Audi,A3,3,2011,2001-03-26 00:00:01
XX E57QA,1HGSNDP3GR1ZQWI6K2,Audi,A5,1,2011,2001-05-19 00:00:01
MRD 8TNNC,1HGGQQSODBW1T4L179,Audi,A3,2,2010,2001-01-04 00:00:01
TFV 8LNNG,1HGBHHVEGRWOKES286,Skoda,Suberb,2,2011,2001-05-21 00:00:01
VV MT6XM,1HGUYJQ95PNS5K9U79,Audi,A3,1,2012,2001-03-23 00:00:01
SLJ WHECO,1HGBXWWT3W2THO8AP7,Audi,A4,3,2012,2001-03-01 00:00:01
NXN O9EW8,1HGT0A3RO9TK7AQGG1,Skoda,Fabia,3,2010,2001-04-24 00:00:01
QXO Q3HUM,1HGB4BVE8DA6U74GG2,BMW,X5,1,2011,2001-05-23 00:00:01
LEM B5SB,1HGMXJUY4FGQTGLEU1,Audi,A5,2,2012,2001-05-07 00:00:01
UXW UFM7,1HGNGVLR6T6R8D0815,Skoda,Octavia,3,2012,2001-06-06 00:00:01
MGE WN3C4,1HGTGD46GW7MJB7BS1,Skoda,Octavia,3,2012,2001-03-17 00:00:01
UCF Z2MGW,1HGYRL6UXDD1E5SMD5,Skoda,Suberb,1,2011,2001-05-03 00:00:01
MVH 7KAGM,1HG5Z2O3JX720INFZ4,Audi,A4,1,2011,2001-03-12 00:00:01
KT A6YV8,1HGLL7IGN9JYW8WKT5,Audi,A4,2,2011,2001-02-19 00:00:01
ER UDCSK,1HGUANU9I5MB5EX094,BMW,M4,2,2010,2001-02-16 00:00:01
VWV XIVO,1HG45EVRDD5SBQHK21,BMW,M4,1,2010,2001-03-24 00:00:01
ZTK 16AII,1HGFILS7AITJ26JS46,Skoda,Fabia,3,2011,2001-03-01 00:00:01
WZ AJIR,1HGKVSCFF7858WATW2,Audi,A4,3,2010,2001-05-15 00:00:01
GJU KSA8M,1HGLJ0JMBWTSTLZGQ6,Skoda,Suberb,1,2012,2001-01-14 00:00:01
UV FHIRT,1HG1NINSIFADEH3ZW8,BMW,M3,1,2012,2001-01-15 00:00:01
VTW NNQOZ,1HGQ3AUIYT0JJE96D0,Audi,A5,2,2012,2001-05-25 00:00:01
MXN 45NJ0,1HG1TXCJ1625LCTEL5,Audi,A5,3,2012,2001-01-13 00:00:01
DOD VSF5E,1HGPYPXYD3V7LHD7O2,Skoda,Octavia,1,2012,2001-02-15 00:00:01
PTC 011G,1HGL1B4KDOVZTYBHD6,Skoda,Suberb,3,2011,2001-06-06 00:00:01
AU 52L2,1HGT5TJPRHX288V7R7,BMW,M3,2,2012,2001-01-26 00:00:01
TSY 3080,1HG0EHKY5ICDLEVIN7,Skoda,Suberb,1,2010,2001-06-06 00:00:01
EWE ETNW8,1HGOS92R5IZ8TIXVT3,Skoda,Fabia,3,2010,2001-05-19 00:00:01
AWI FM7I,1HGKMTSC5LWX595135,Skoda,Suberb,1,2011,2001-01-14 00:00:01
LNP 8K99Q,1HGK4Z2TQXQBOB83K2,BMW,M3,2,2012,2001-06-03 00:00:01
JBE 42JHH,1HGDNIRFPF4LM3VIZ0,Audi,A3,2,2010,2001-04-10 00:00:01
QM FOVC,1HGWS06FQEX7WO3SJ4,Audi,A3,2,2011,2001-04-23 00:00:01
DE 42WXK,1HGY1RZW8M3AUXM3J1,Skoda,Fabia,3,2010,2001-03-19 00:00:01
GZQ WYNP,1HGRQQ7G29MF13NWF9,Audi,A3,2,2011,2001-01-29 00:00:01
NW GSPS9,1HGWV6IYWG2QAA44Q4,Skoda,Fabia,2,2010,2001-03-24 00:00:01
RB 1VQ4Q,1HG339C0O691PHXZK6,Skoda,Octavia,2,2011,2001-01-19 00:00:01
LW G3IB,1HGVXPZMG03OUI5SU4,Skoda,Suberb,1,2010,2001-05-15 00:00:01
GV WWLBU,1HGMQEFIUPKH1HX9N2,BMW,M4,3,2012,2001-01-05 00:00:01
UJ NFJFA,1HGR4OJGJ9M7XD6GW2,BMW,M4,1,2010,2001-04-25 00:00:01
PMC PIHXW,1HGULLRV1YQ2BREPO6,Skoda,Suberb,3,2010,2001-04-05 00:00:01
FD XB48,1HGAGZYLRVD03IO677,Skoda,Octavia,3,2011,2001-04-08 00:00:01
ZBB KT2TT,1HG6IHU7J30SCR1J16,Audi,A4,2,2011,2001-05-04 00:00:01
TK FKCO,1HGU7SDGKKT321OJ41,Skoda,Suberb,2,2010,2001-01-01 00:00:01
LL 3876T,1HGL0GATDTC6DXEW76,BMW,X6,3,2010,2001-01-19 00:00:01
GS 29GMI,1HGXL101KDEA6NLY01,BMW,M4,2,2011,2001-02-15 00:00:01
TV YE53,1HGJGYGG0RMIOVTYJ9,Audi,A4,1,2011,2001-05-03 00:00:01
HHS 8VEZ,1HGO8JJJUJYY81S7L2,BMW,M4,1,2012,2001-04-26 00:00:01
TJ KVPL,1HGWMOUP2E1EQW0LD1,Skoda,Octavia,2,2010,2001-04-14 00:00:01
CID SQF0,1HGKU1YNBN2DPPKMB1,Audi,A5,1,2011,2001-03-31 00:00:01
MV 046NB,1HGGJNGAG9LOHVKE64,BMW,X5,1,2011,2001-01-16 00:00:01
GKS WM8O,1HGNC0XZ1T7LW2A5E5,Skoda,Fabia,2,2012,2001-05-15 00:00:01
SM 7N9O1,1HGN01KFFW713698M0,Audi,A5,2,2011,2001-05-03 00:00:01
AX 1Q4E4,1HGEFBVFL8P0UA3WG3,BMW,M3,3,2011,2001-06-05 00:00:01
VT CFGX,1HGHLDYFTVIL7G8A82,Skoda,Octavia,2,2011,2001-03-20 00:00:01
NK P2JPV,1HGMWQ820UPY5RDP42,BMW,X6,2,2011,2001-01-03 00:00:01
MU N5CBL,1HGDXHMZE0L40W1CH3,Skoda,Suberb,3,2010,2001-01-14 00:00:01
ZK Z5UD,1HGQBO756E4ZIRG8C1,Skoda,Octavia,1,2010,2001-04-08 00:00:01
IR YHT9,1HG5M7DFBRPZVPJ5G8,Skoda,Octavia,1,2011,2001-02-06 00:00:01
ULR FJ0D,1HG4RG65M7HJ077MO1,Audi,A3,2,2010,2001-03-05 00:00:01
YSU JZR4N,1HGYJHP1RDBGBBTOV3,Audi,A4,3,2010,2001-01-31 00:00:01
LMN EEYF,1HG194QOVIPVKUE5Y8,Audi,A3,3,2011,2001-01-13 00:00:01
ZN 1YRS,1HGDAAWWIE3UODEP36,Audi,A4,3,2012,2001-05-13 00:00:01
MW 9MEGH,1HGD9I1F764OGQZJP9,BMW,X5,3,2010,2001-03-24 00:00:01
VV GE1NS,1HGW14R15T3XDWFO21,Skoda,Fabia,3,2012,2001-01-27 00:00:01
PIN GQZE1,1HGJ069U3D9ETZVJY3,Audi,A3,2,2010,2001-05-29 00:00:01
XSM NKCC,1HG2QIMBCJHC0XDJJ1,BMW,M3,3,2012,2001-04-16 00:00:01
FQ HC4X,1HGBV9UO4ZYH5M4GH1,Skoda,Suberb,2,2010,2001-03-05 00:00:01
UQ ZYQG,1HGQ0AIQSBXF0YJLZ7,Audi,A4,3,2011,2001-01-25 00:00:01
LQH DUCR,1HGYRZOUB0C9A3UD80,Audi,A5,2,2012,2001-04-09 00:00:01
GW DQ7HY,1HGAL1XA2L1OECRPW6,Audi,A3,3,2011,2001-05-23 00:00:01
TNN 8TT17,1HGT0BTFX0ZOZ2EEP1,Audi,A4,3,2010,2001-05-02 00:00:01
WH Y49K6,1HG5YBN8P25XY5QHO7,Skoda,Suberb,2,2012,2001-05-06 00:00:01
YZC KD9JY,1HG8VX7SZBNQG6SXZ4,Audi,A4,1,2010,2001-04-05 00:00:01
GU L6WSY,1HGAV4FCMI84W8VVN1,Skoda,Octavia,3,2010,2001-01-22 00:00:01
FF 0W7K,1HGGCA9J7N4EM8Z2U0,Audi,A3,2,2012,2001-01-12 00:00:01
QIT YR07M,1HG0QX3EM0CTYKJI24,Audi,A4,3,2010,2001-05-26 00:00:01
KPZ 8VLN,1HGAEZSHBDQ0JC85W8,BMW,X5,3,2012,2001-03-09 00:00:01
LI CYM0Z,1HGR0QKVKMRIAMRR11,BMW,X6,1,2011,2001-06-03 00:00:01
PN ALPR,1HGL3OCA1TFNM5Z0R0,Skoda,Fabia,3,2010,2001-02-06 00:00:01
NK T3AVH,1HGDLV3977V80L3E64,Audi,A4,3,2011,2001-05-15 00:00:01
DU R6ARG,1HGT53KISMTXH4COU1,BMW,M4,3,2011,2001-05-14 00:00:01
ID 0FLB,1HGUVL6H17ZCBRKX12,Audi,A3,2,2012,2001-01-03 00:00:01
YJZ 3YGNY,1HGH799U6ZH440TQV6,Skoda,Fabia,1,2012,2001-06-06 00:00:01
EO U429,1HGYS6DBAHTKNVSBT4,BMW,M3,1,2011,2001-02-08 00:00:01
MJ TSAH1,1HG3FXHEY8X9BM4KF2,Audi,A4,3,2010,2001-04-28 00:00:01
BV 9XOK,1HGLUC1CEY26M2R6L0,BMW,X6,1,2011,2001-03-16 00:00:01
ROM 0N1T6,1HGZ9LMDIAJ2ZLIOC3,Skoda,Octavia,2,2010,2001-01-19 00:00:01
UMU NYDY,1HGGOCV0OI672B0WA4,Skoda,Octavia,3,2011,2001-04-30 00:00:01
OA J0XB,1HG7ER8VNXK3HWRLJ2,Skoda,Suberb,1,2010,2001-02-23 00:00:01
KXF VE9J6,1HGPCE7VY8N1C6U239,BMW,M3,2,2011,2001-02-28 00:00:01
KK Q7SB,1HG0RKV4X5BFV4LNM2,BMW,X6,3,2011,2001-03-18 00:00:01
DS 5AZ9,1HGQ65BGOPKE0QKCP6,Skoda,Suberb,2,2012,2001-02-06 00:00:01
TB LDDD,1HGHBB5OY400UA7R59,BMW,M3,2,2012,2001-05-07 00:00:01
PJ DLD62,1HGU842HQ2OCUMXJ76,BMW,M4,2,2012,2001-01-23 00:00:01
GIQ 7CGVU,1HGMIT5ZJFJR1S9T36,Skoda,Fabia,2,2012,2001-06-03 00:00:01
JN O6S9,1HGD3L2IEBVMEDGJ61,Skoda,Suberb,1,2010,2001-05-28 00:00:01
TF 38HB9,1HGBWYYWH3EZVYAN92,Audi,A4,3,2010,2001-02-17 00:00:01
VIG OG9V,1HGYI8G2QDVSKSW9B5,Audi,A5,1,2010,2001-03-03 00:00:01
WCA 94QOA,1HG6C9GMPFINZYBS93,Skoda,Fabia,3,2011,2001-02-03 00:00:01
LL QBU4N,1HGVJXFABE3SZKULO3,Audi,A3,1,2012,2001-05-15 00:00:01
CKO OHC09,1HGCFIYCEJAIKKWNS1,BMW,X6,2,2011,2001-02-17 00:00:01
OAC 3OCF9,1HGTI0ZSA7AEEO6QP6,Skoda,Fabia,3,2012,2001-01-30 00:00:01
VD QRYCP,1HG5BSUEVOQQEPDTZ9,Skoda,Suberb,2,2012,2001-05-02 00:00:01
XD KROFE,1HGUOVQO4R7EJNTSX4,Skoda,Suberb,3,2012,2001-01-03 00:00:01
NEC G5GA,1HGC76CY4QURTY78H1,BMW,M4,2,2010,2001-03-24 00:00:01
SQS 7X4C,1HGZ46NHMZIC0Y8F89,Skoda,Fabia,3,2012,2001-05-24 00:00:01
INC KE38Q,1HGES2HDM00IJEAS31,Audi,A4,1,2010,2001-03-01 00:00:01
BX HY1K,1HGGZ0PXYBS3GD59I2,Skoda,Fabia,1,2011,2001-06-02 00:00:01
WDG ZD9J,1HG62DCGU1DESL7NV4,Skoda,Suberb,2,2010,2001-01-30 00:00:01
OYQ 7MURV,1HGCF8ZZF9E6LIH0S2,Skoda,Suberb,1,2012,2001-03-21 00:00:01
QC 20YA,1HGAQ1IPO51TOBK2C8,Skoda,Fabia,2,2012,2001-02-17 00:00:01
TF ZEUSC,1HGAOTZFV8U16LW5P1,Audi,A3,2,2011,2001-03-29 00:00:01
SRC 5SNI5,1HGFUDQ4VU9DKJPU04,BMW,X6,1,2011,2001-04-04 00:00:01
EHA IUU3,1HGMZABNU1TRVJJYX0,Skoda,Octavia,1,2011,2001-01-28 00:00:01
QPE JESD5,1HGOZVDW8BYX4Q03N7,Skoda,Suberb,2,2012,2001-02-25 00:00:01
XXU J2BPA,1HG2NZZQ4XCBTFQXJ4,Audi,A3,3,2011,2001-01-26 00:00:01
XZY 8CNB,1HGDH9SLZ65Q5BKUP6,BMW,X5,3,2012,2001-01-12 00:00:01
JJR RIBQK,1HGAP8TKTY6T4FP6N8,BMW,X5,1,2010,2001-04-16 00:00:01
SIR WI81,1HGW9IFMJGLJ6CZ499,Skoda,Fabia,3,2011,2001-05-11 00:00:01
MO LY93,1HGSBCY2JELUM6ZL38,Audi,A5,2,2011,2001-03-06 00:00:01
KKL URXYS,1HG2L27DUB4M0K6UT1,BMW,M3,2,2010,2001-04-11 00:00:01
IK UMSPD,1HG7JLC0YYLP6XSM14,BMW,X5,1,2010,2001-03-29 00:00:01
WVL M8Y8,1HGWMDH6144UZOOE45,BMW,M3,2,2011,2001-01-24 00:00:01
WIV T7QJB,1HG88PLJLMHXM7VD92,Audi,A4,1,2012,2001-03-23 00:00:01
FXR 4ZWQA,1HGFTTX9WV4C1D11Q4,BMW,M4,1,2011,2001-06-04 00:00:01
ASG URF3Y,1HG9PM8FYSBRT18D32,BMW,X6,3,2011,2001-01-20 00:00:01
